latitude,longitude,name
33.28187,-117.19527,412
33.28174,-117.19497,413
33.28168,-117.19444,414
33.28173,-117.19332,415
33.28194,-117.19242,416
33.28192,-117.19142,417
33.28188,-117.18966,418
33.28187,-117.1888,419
33.28187,-117.18781,420
33.28172,-117.18728,421
33.28146,-117.18691,422
33.28106,-117.18657,423
33.28038,-117.18641,424
33.27973,-117.1865,425
33.2791,-117.18683,426
33.27847,-117.18732,427
33.27803,-117.18758,428
33.27763,-117.18767,429
33.2772,-117.18758,430
33.2768,-117.18731,431
33.27655,-117.18699,432
33.27605,-117.18597,433
33.2753,-117.18507,434
33.27495,-117.18481,435
33.27452,-117.18452,436
33.27417,-117.18412,437
33.27284,-117.18189,438
33.27269,-117.18151,439
33.27267,-117.18109,440
33.27269,-117.18041,441
33.2724,-117.17871,442
33.27213,-117.17746,443
33.27189,-117.17552,444
33.2717,-117.17511,445
33.27128,-117.1747,446
33.27107,-117.17429,447
33.27076,-117.17317,448
33.27044,-117.17263,449
33.26985,-117.17186,450
33.26916,-117.17137,451
33.2689,-117.17112,452
33.26862,-117.17066,453
33.26848,-117.17027,454
33.26817,-117.1699,455
33.26766,-117.16969,456
33.26742,-117.16945,457
33.26717,-117.16897,458
33.26693,-117.16814,459
33.26689,-117.1677,460
33.26716,-117.16558,461
33.26713,-117.16502,462
33.26703,-117.16441,463
33.26673,-117.16378,464
33.26638,-117.16261,465
33.26635,-117.16227,466
33.26648,-117.16107,467
33.26661,-117.16025,468
33.26664,-117.15949,469
33.26657,-117.15716,470
33.26647,-117.15701,471
33.26455,-117.1569,472
33.26347,-117.15674,473
33.26284,-117.15659,474
33.25877,-117.15515,475
33.25763,-117.15481,476
33.25493,-117.15426,477
33.25437,-117.15417,478
33.25297,-117.15395,479
33.25251,-117.15387,480
33.25055,-117.15343,481
33.25046,-117.15322,482
33.25091,-117.15088,483
33.25096,-117.15011,484
33.25089,-117.14919,485
33.25071,-117.14838,486
33.25031,-117.14755,487
33.24973,-117.14648,488
33.24956,-117.14598,489
33.24949,-117.14552,490
33.24952,-117.14511,491
33.24967,-117.14419,492
33.24991,-117.142,493
33.24992,-117.14141,494
33.24984,-117.14077,495
33.24957,-117.13945,496
33.2495,-117.1389,497
33.24952,-117.13829,498
33.24966,-117.13752,499
33.25003,-117.13612,500
33.2503,-117.13552,501
33.25079,-117.13484,502
33.25116,-117.13439,503
33.25138,-117.13391,504
33.25158,-117.13323,505
33.25166,-117.13266,506
33.25158,-117.1318,507
33.25143,-117.13028,508
33.2514,-117.12891,509
33.25147,-117.1273,510
33.25157,-117.12612,511
33.25157,-117.12511,512
33.25148,-117.12394,513
33.25142,-117.12278,514
33.25143,-117.12174,515
33.2514,-117.12041,516
33.25131,-117.11902,517
33.25131,-117.11855,518
33.2514,-117.11808,519
33.25159,-117.11759,520
33.25194,-117.11709,521
33.25247,-117.11655,522
33.25269,-117.11622,523
33.25293,-117.11576,524
33.25353,-117.11397,525
33.25375,-117.1134,526
33.25396,-117.11303,527
33.25421,-117.11277,528
33.25456,-117.11254,529
33.25579,-117.11192,530
33.25602,-117.11171,531
33.25615,-117.11143,532
33.25616,-117.11111,533
33.2561,-117.11083,534
33.25597,-117.11062,535
33.25572,-117.11045,536
33.25549,-117.11041,537
33.25471,-117.11059,538
33.2544,-117.11058,539
33.2535,-117.11036,540
33.25314,-117.11014,541
33.2528,-117.1098,542
33.25257,-117.10942,543
33.25206,-117.10843,544
33.25195,-117.10802,545
33.25191,-117.10758,546
33.25201,-117.10558,547
33.25209,-117.10503,548
33.25276,-117.10247,549
33.25285,-117.10178,550
33.25285,-117.10107,551
33.25275,-117.1003,552
33.25253,-117.09919,553
33.25251,-117.09861,554
33.25254,-117.09822,555
33.2531,-117.09568,556
33.2534,-117.09469,557
33.25404,-117.09265,558
33.25429,-117.09218,559
33.25455,-117.09179,560
33.25549,-117.09069,561
33.25576,-117.09029,562
33.25597,-117.08991,563
33.25618,-117.08912,564
33.25623,-117.08796,565
33.25625,-117.08555,566
33.25625,-117.08264,567
33.25625,-117.08034,568
33.25625,-117.07826,569
33.2563,-117.0778,570
33.25649,-117.07727,571
33.25673,-117.07688,572
33.257,-117.07647,573
33.25716,-117.07599,574
33.25724,-117.07551,575
33.25717,-117.07493,576
33.25702,-117.07447,577
33.2556,-117.07224,578
33.2554,-117.07178,579
33.25528,-117.07127,580
33.25526,-117.07076,581
33.25534,-117.07024,582
33.25587,-117.06897,583
33.25596,-117.0685,584
33.25596,-117.06811,585
33.25587,-117.06767,586
33.25567,-117.06724,587
33.25491,-117.06602,588
33.25462,-117.06568,589
33.25415,-117.06531,590
33.25344,-117.06484,591
33.25306,-117.06452,592
33.25274,-117.06415,593
33.25244,-117.06361,594
33.2521,-117.06263,595
33.25181,-117.06198,596
33.25151,-117.06154,597
33.25126,-117.06127,598
33.2502,-117.06036,599
33.24987,-117.05993,600
33.24963,-117.05952,601
33.24948,-117.05903,602
33.24932,-117.05807,603
33.24915,-117.05754,604
33.24811,-117.05574,605
33.2477,-117.05511,606
33.24751,-117.05482,607
33.24716,-117.0545,608
33.24684,-117.0543,609
33.24656,-117.0542,610
33.24609,-117.05412,611
33.2457,-117.05413,612
33.24304,-117.05471,613
33.24127,-117.05519,614
33.24096,-117.05526,615
33.24059,-117.05526,616
33.24025,-117.05518,617
33.23989,-117.05499,618
33.23925,-117.0545,619
33.23862,-117.05396,620
33.23734,-117.05285,621
33.23569,-117.05086,622
33.2351,-117.05028,623
33.23385,-117.04926,624
33.23351,-117.0489,625
33.23327,-117.04852,626
33.23313,-117.04813,627
33.23289,-117.04728,628
33.23265,-117.04681,629
33.23238,-117.04644,630
33.23206,-117.04615,631
33.23081,-117.04532,632
33.2305,-117.04501,633
33.23025,-117.04469,634
33.22949,-117.0434,635
33.229,-117.04289,636
33.22856,-117.04259,637
33.22791,-117.04231,638
33.2272,-117.04223,639
33.22407,-117.04227,640
33.22363,-117.04218,641
33.22322,-117.04199,642
33.22283,-117.04165,643
33.22263,-117.04138,644
33.22236,-117.04082,645
33.22222,-117.04017,646
33.22219,-117.03749,647
33.22235,-117.03692,648
33.22266,-117.03672,649
33.22327,-117.03703,650
33.22397,-117.03726,651
33.2251,-117.0375,652
33.22607,-117.03752,653
33.22733,-117.03742,654
33.22841,-117.03726,655
33.22902,-117.03709,656
33.22956,-117.03678,657
33.23001,-117.03632,658
33.23035,-117.03577,659
33.23064,-117.03511,660
33.23078,-117.03442,661
33.23087,-117.03098,662
33.23111,-117.02425,663
33.23123,-117.02212,664
33.23131,-117.02079,665
33.23123,-117.02035,666
33.23106,-117.01997,667
33.23082,-117.01963,668
33.22989,-117.01899,669
33.22866,-117.01823,670
33.22839,-117.01796,671
33.22817,-117.01761,672
33.22806,-117.0172,673
33.22805,-117.01678,674
33.22818,-117.00611,675
33.22826,-116.99813,676
33.22824,-116.99363,677
33.22824,-116.99087,678
33.22822,-116.9868,679
33.22818,-116.98281,680
33.22811,-116.97767,681
33.22809,-116.97587,682
33.2281,-116.97379,683
33.22804,-116.97289,684
33.22794,-116.9715,685
33.22784,-116.97108,686
33.2276,-116.97037,687
33.22753,-116.97001,688
33.22751,-116.96961,689
33.22754,-116.96904,690
33.22766,-116.96845,691
33.22783,-116.96798,692
33.22803,-116.96762,693
33.22837,-116.96722,694
33.22887,-116.96684,695
33.22927,-116.96665,696
33.22974,-116.9666,697
33.23004,-116.96668,698
33.23064,-116.96697,699
33.23108,-116.96701,700
33.23152,-116.96687,701
33.23187,-116.96656,702
33.23247,-116.96589,703
33.23277,-116.9657,704
33.23306,-116.9656,705
33.2334,-116.96558,706
33.23402,-116.9657,707
33.23501,-116.96578,708
33.23594,-116.96575,709
33.23658,-116.96584,710
33.23701,-116.96586,711
33.23748,-116.96578,712
33.23788,-116.96559,713
33.23824,-116.96533,714
33.2387,-116.96486,715
33.239,-116.96459,716
33.23943,-116.96436,717
33.23987,-116.96425,718
33.24246,-116.96412,719
33.24479,-116.9638,720
33.24715,-116.96352,721
33.24931,-116.96322,722
33.25062,-116.96302,723
33.25165,-116.96269,724
33.25264,-116.96219,725
33.25339,-116.96169,726
33.25456,-116.96063,727
33.25656,-116.95852,728
33.25792,-116.95712,729
33.25961,-116.95581,730
33.26079,-116.9551,731
33.26212,-116.95453,732
33.26273,-116.95438,733
33.26476,-116.95384,734
33.26604,-116.95368,735
33.27063,-116.95365,736
33.27443,-116.95362,737
33.27876,-116.95365,738
33.27928,-116.95378,739
33.28036,-116.95421,740
33.28101,-116.95439,741
33.28185,-116.95444,742
33.28254,-116.95436,743
33.28313,-116.95425,744
33.28356,-116.95426,745
33.28398,-116.95435,746
33.28441,-116.95452,747
33.28483,-116.95478,748
33.28527,-116.95523,749
33.28755,-116.95793,750
33.28811,-116.95854,751
33.28822,-116.95859,752
33.2883,-116.95856,753
33.28836,-116.95845,754
33.2886,-116.95775,755
33.28869,-116.95732,756
33.28867,-116.95692,757
33.2886,-116.95636,758
33.28859,-116.95602,759
33.28864,-116.95574,760
33.28876,-116.9555,761
33.28893,-116.95524,762
33.28925,-116.95494,763
33.29012,-116.95424,764
33.2903,-116.95403,765
33.29042,-116.95372,766
33.2905,-116.95329,767
33.29094,-116.95007,768
33.29111,-116.94959,769
33.29189,-116.94839,770
33.29225,-116.94807,771
33.29311,-116.94756,772
33.29378,-116.94687,773
33.29477,-116.94636,774
33.2952,-116.94597,775
33.29596,-116.94414,776
33.29616,-116.9438,777
33.29651,-116.94353,778
33.29695,-116.94341,779
33.29783,-116.94338,780
33.29816,-116.94325,781
33.29844,-116.94299,782
33.29864,-116.94262,783
33.2987,-116.94199,784
33.29882,-116.94016,785
33.2989,-116.93977,786
33.29905,-116.93948,787
33.29924,-116.93921,788
33.29954,-116.93901,789
33.29986,-116.93892,790
33.30019,-116.93896,791
33.30117,-116.93921,792
33.30143,-116.93921,793
33.30165,-116.93912,794
33.30183,-116.939,795
33.302,-116.93882,796
33.30212,-116.93857,797
33.30218,-116.93824,798
33.30215,-116.93784,799
33.30213,-116.93742,800
33.30219,-116.93672,801
33.30231,-116.93602,802
33.30273,-116.93462,803
33.30279,-116.93428,804
33.30297,-116.93303,805
33.30318,-116.93198,806
33.30333,-116.9315,807
33.30372,-116.93092,808
33.30394,-116.93051,809
33.30416,-116.93001,810
33.30435,-116.92972,811
33.30477,-116.92921,812
33.30487,-116.92892,813
33.3049,-116.92861,814
33.30481,-116.92828,815
33.30466,-116.92803,816
33.30412,-116.92759,817
33.30353,-116.92708,818
33.30327,-116.92682,819
33.30309,-116.92651,820
33.30218,-116.92411,821
33.3019,-116.92346,822
33.30174,-116.92295,823
33.30167,-116.92248,824
33.30165,-116.92196,825
33.30167,-116.92115,826
33.30163,-116.92081,827
33.30152,-116.92055,828
33.30128,-116.92011,829
33.3011,-116.9199,830
33.30088,-116.91975,831
33.30052,-116.91965,832
33.29977,-116.91947,833
33.29918,-116.91933,834
33.29892,-116.91934,835
33.29864,-116.91939,836
33.29836,-116.91944,837
33.29814,-116.91941,838
33.29799,-116.91935,839
33.29779,-116.91921,840
33.29723,-116.91877,841
33.29704,-116.91859,842
33.29692,-116.91841,843
33.29684,-116.91816,844
33.29681,-116.91789,845
33.29686,-116.91763,846
33.29696,-116.91742,847
33.29713,-116.91726,848
33.2979,-116.91678,849
33.29894,-116.91617,850
33.29933,-116.91606,851
33.29956,-116.91608,852
33.30022,-116.91629,853
33.30086,-116.91626,854
33.30103,-116.91615,855
33.30115,-116.91598,856
33.30121,-116.91578,857
33.30112,-116.91548,858
33.30097,-116.91534,859
33.30068,-116.91518,860
33.30048,-116.91503,861
33.3002,-116.91484,862
33.2997,-116.91418,863
33.29959,-116.91392,864
33.29961,-116.91364,865
33.29977,-116.91338,866
33.30003,-116.91328,867
33.30028,-116.91336,868
33.30095,-116.91367,869
33.30123,-116.91373,870
33.3019,-116.91367,871
33.30206,-116.91361,872
33.30217,-116.91346,873
33.30224,-116.91328,874
33.30221,-116.91303,875
33.30196,-116.91255,876
33.30134,-116.91153,877
33.30115,-116.91126,878
33.30095,-116.91106,879
33.30072,-116.91087,880
33.30042,-116.91074,881
33.29995,-116.91062,882
33.29968,-116.91049,883
33.29949,-116.91036,884
33.29926,-116.9101,885
33.2991,-116.90982,886
33.29887,-116.9095,887
33.29847,-116.90902,888
33.2976,-116.90807,889
33.29707,-116.90751,890
33.29674,-116.90724,891
33.29604,-116.90672,892
33.29558,-116.90634,893
33.29533,-116.90603,894
33.29515,-116.90569,895
33.29454,-116.9043,896
33.29432,-116.9037,897
33.2942,-116.90316,898
33.29367,-116.89983,899
33.29344,-116.89897,900
33.2932,-116.89829,901
33.29287,-116.89758,902
33.29229,-116.89642,903
33.28785,-116.88777,904
33.28746,-116.88688,905
33.28725,-116.88628,906
33.28694,-116.88507,907
33.28679,-116.88408,908
33.28673,-116.88275,909
33.28681,-116.88143,910
33.28696,-116.88052,911
33.28715,-116.87969,912
33.28767,-116.87799,913
33.28786,-116.87738,914
33.288,-116.87677,915
33.28804,-116.87622,916
33.28803,-116.87581,917
33.28798,-116.87542,918
33.28791,-116.87499,919
33.28779,-116.87461,920
33.28571,-116.86969,921
33.28543,-116.86925,922
33.2851,-116.86895,923
33.28473,-116.8687,924
33.28426,-116.86854,925
33.28387,-116.86848,926
33.28347,-116.86851,927
33.28321,-116.86858,928
33.28293,-116.86871,929
33.28265,-116.8689,930
33.28202,-116.86951,931
33.28171,-116.86976,932
33.28138,-116.86994,933
33.28102,-116.87008,934
33.28064,-116.87011,935
33.28016,-116.87006,936
33.27974,-116.86992,937
33.27938,-116.86969,938
33.27809,-116.8683,939
33.27769,-116.86777,940
33.27738,-116.86728,941
33.27717,-116.86689,942
33.27688,-116.8662,943
33.27635,-116.86432,944
33.27614,-116.86378,945
33.27573,-116.86301,946
33.27554,-116.86258,947
33.2754,-116.86204,948
33.2754,-116.86139,949
33.27549,-116.86093,950
33.27569,-116.86044,951
33.27597,-116.86004,952
33.27664,-116.85943,953
33.27694,-116.85907,954
33.27717,-116.85867,955
33.27735,-116.8582,956
33.27745,-116.85766,957
33.27749,-116.85694,958
33.27753,-116.85572,959
33.27744,-116.85478,960
33.27725,-116.85407,961
33.27693,-116.85318,962
33.27658,-116.85248,963
33.27605,-116.85179,964
33.27241,-116.84817,965
33.27211,-116.84766,966
33.27188,-116.84694,967
33.27181,-116.84631,968
33.27187,-116.84568,969
33.27212,-116.84499,970
33.27254,-116.84442,971
33.27382,-116.84327,972
33.27426,-116.84277,973
33.27459,-116.84224,974
33.27478,-116.84166,975
33.27495,-116.84096,976
33.275,-116.84026,977
33.27492,-116.83966,978
33.27474,-116.83899,979
33.27462,-116.83835,980
33.27461,-116.83762,981
33.27474,-116.83683,982
33.27509,-116.83587,983
33.2752,-116.83526,984
33.27521,-116.83434,985
33.27498,-116.83338,986
33.27462,-116.83265,987
33.27422,-116.83217,988
33.27312,-116.83131,989
33.27275,-116.83091,990
33.27246,-116.83039,991
33.2722,-116.82962,992
33.27211,-116.82879,993
33.2719,-116.8281,994
33.27152,-116.82743,995
33.26933,-116.82526,996
33.26876,-116.8246,997
33.26841,-116.82389,998
33.2681,-116.82289,999
33.26795,-116.82208,1000
33.26712,-116.81787,1001
33.26694,-116.81725,1002
33.26672,-116.81665,1003
33.26601,-116.81543,1004
33.2656,-116.81463,1005
33.26485,-116.81273,1006
33.26421,-116.81146,1007
33.26285,-116.80928,1008
33.26254,-116.80858,1009
33.26237,-116.80778,1010
33.26235,-116.80674,1011
33.26228,-116.80551,1012
33.26206,-116.80462,1013
33.26172,-116.80377,1014
33.26132,-116.80312,1015
33.26094,-116.8026,1016
33.25966,-116.80141,1017
33.25896,-116.80059,1018
33.25836,-116.7997,1019
33.25756,-116.79832,1020
33.25647,-116.79674,1021
33.2555,-116.79543,1022
33.255,-116.79469,1023
33.25473,-116.79415,1024
33.25444,-116.79329,1025
33.25403,-116.79269,1026
33.25193,-116.79127,1027
33.25137,-116.79076,1028
33.25089,-116.79012,1029
33.25057,-116.7893,1030
33.25028,-116.78835,1031
33.25001,-116.78766,1032
33.24968,-116.78711,1033
33.24934,-116.78667,1034
33.24774,-116.78487,1035
33.24708,-116.78413,1036
33.24664,-116.78359,1037
33.24607,-116.78262,1038
33.24564,-116.78195,1039
33.24346,-116.77928,1040
33.24299,-116.77874,1041
33.24262,-116.77816,1042
33.24208,-116.77696,1043
33.24152,-116.77611,1044
33.24003,-116.77398,1045
33.23979,-116.77355,1046
33.23962,-116.77308,1047
33.23948,-116.77251,1048
33.23932,-116.77137,1049
33.23896,-116.76986,1050
33.23873,-116.76891,1051
33.23844,-116.76744,1052
33.238,-116.76571,1053
33.23772,-116.76486,1054
33.23741,-116.76396,1055
33.23708,-116.76325,1056
33.23671,-116.76252,1057
33.23633,-116.76201,1058
33.23589,-116.76146,1059
33.23532,-116.76091,1060
33.23459,-116.76033,1061
33.2339,-116.75994,1062
33.23343,-116.75974,1063
33.23307,-116.75965,1064
33.23236,-116.7595,1065
33.232,-116.75943,1066
33.232,-116.75943,1067
33.23094,-116.75926,1068
